HEADER,SUB,ITEM,UNIT,DESCRIPTION,IMPORT RATE,EKSPORT RATE,TRQ,SST,EXCISE,CESS 1,CESS 2,CESS 3,IMPPRO,EKSPRO
6006,21,0,kg,- - Unbleached or bleached,15.00%,0.00%,,10.00%,,,,,,
6006,22,0,kg,- - Dyed,15.00%,0.00%,,10.00%,,,,,,
6006,23,0,kg,- - Of yarns of different colours,15.00%,0.00%,,10.00%,,,,,,
6006,24,0,kg,- - Printed,15.00%,0.00%,,10.00%,,,,,,
6006,31,,,- - Unbleached or bleached :,,,,,,,,,,
6006,31,1000,kg,- - - Nylon fibre mesh of a kind used as backing material for mosaic tiles,15.00%,0.00%,,10.00%,,,,,,
6006,31,2000,kg,- - - Elastic (combined with rubber threads),15.00%,0.00%,,10.00%,,,,,,
6006,31,9000,kg,- - - Other,15.00%,0.00%,,10.00%,,,,,,
6006,32,,,- - Dyed :,,,,,,,,,,
6006,32,1000,kg,- - - Nylon fibre mesh of a kind used as backing material for mosaic tiles,15.00%,0.00%,,10.00%,,,,,,
6006,32,2000,kg,- - - Elastic (combined with rubber threads),15.00%,0.00%,,10.00%,,,,,,
6006,32,9000,kg,- - - Other,15.00%,0.00%,,10.00%,,,,,,
6006,33,,,- - Of yarns of different colours :,,,,,,,,,,
6006,33,1000,kg,- - - Elastic (combined with rubber threads),15.00%,0.00%,,10.00%,,,,,,
6006,33,9000,kg,- - - Other,15.00%,0.00%,,10.00%,,,,,,
6006,34,,,- - Printed :,,,,,,,,,,
6006,34,1000,kg,- - - Elastic (combined with rubber threads),15.00%,0.00%,,10.00%,,,,,,
6006,34,9000,kg,- - - Other,15.00%,0.00%,,10.00%,,,,,,
6006,41,,,- - Unbleached or bleached :,,,,,,,,,,
6006,41,1000,kg,- - - Elastic (combined with rubber threads),15.00%,0.00%,,10.00%,,,,,,
6006,41,9000,kg,- - - Other,15.00%,0.00%,,10.00%,,,,,,
6006,42,,,- - Dyed :,,,,,,,,,,
6006,42,1000,kg,- - - Elastic (combined with rubber threads),15.00%,0.00%,,10.00%,,,,,,
6006,42,9000,kg,- - - Other,15.00%,0.00%,,10.00%,,,,,,
6006,43,,,- - Of yarns of different colours :,,,,,,,,,,
6006,43,1000,kg,- - - Elastic (combined with rubber threads),15.00%,0.00%,,10.00%,,,,,,
6006,43,9000,kg,- - - Other,15.00%,0.00%,,10.00%,,,,,,
6006,44,,,- - Printed :,,,,,,,,,,
6006,44,1000,kg,- - - Elastic (combined with rubber threads),15.00%,0.00%,,10.00%,,,,,,
6006,44,9000,kg,- - - Other,15.00%,0.00%,,10.00%,,,,,,
6006,90,0,kg,- Other,15.00%,0.00%,,10.00%,,,,,,
6101,20,0,u,- Of cotton,0.00%,0.00%,,10.00%,,,,,,
6101,30,0,u,- Of man-made fibres,0.00%,0.00%,,10.00%,,,,,,
6101,90,0,u,- Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6102,10,0,u,- Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6102,20,0,u,- Of cotton,0.00%,0.00%,,10.00%,,,,,,
6102,30,0,u,- Of man-made fibres,0.00%,0.00%,,10.00%,,,,,,
6102,90,0,u,- Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6103,10,0,u,- Suits,0.00%,0.00%,,10.00%,,,,,,
6103,22,0,u,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6103,23,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6103,29,0,u,- - Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6103,31,0,u,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6103,32,0,u,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6103,33,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6103,39,,,- - Of other textile materials :,,,,,,,,,,
6103,39,1000,u,"- - - Of ramie, linen or silk",0.00%,0.00%,,10.00%,,,,,,
6103,39,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6103,41,0,u,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6103,42,0,u,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6103,43,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6103,49,0,u,- - Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6104,13,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6104,19,,,- - Of other textile materials :,,,,,,,,,,
6104,19,2000,u,- - - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6104,19,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6104,22,0,u,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6104,23,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6104,29,0,u,- - Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6104,31,0,u,- - Ã‚Â Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6104,32,0,u,- - Ã‚Â Of cotton,0.00%,0.00%,,10.00%,,,,,,
6104,33,0,u,- - Ã‚Â Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6104,39,0,u,- - Ã‚Â Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6104,41,0,u,- - Ã‚Â Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6104,42,0,u,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6104,43,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6104,44,0,u,- - Of artificial fibres,0.00%,0.00%,,10.00%,,,,,,
6104,49,0,u,- - Ã‚Â Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6104,51,0,u,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6104,52,0,u,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6104,53,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6104,59,0,u,- - Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6104,61,0,u,- - Ã‚Â Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6104,62,0,u,- - Ã‚Â Of cotton,0.00%,0.00%,,10.00%,,,,,,
6104,63,0,u,- - Ã‚Â Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6104,69,0,u,- - Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6105,10,0,u,- Of cotton,0.00%,0.00%,,10.00%,,,,,,
6105,20,,,- Ã‚Â Of man-made fibres :,,,,,,,,,,
6105,20,1000,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6105,20,2000,u,- - Of artificial fibres,0.00%,0.00%,,10.00%,,,,,,
6105,90,0,u,- Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6106,10,0,u,- Ã‚Â Of cotton,0.00%,0.00%,,10.00%,,,,,,
6106,20,0,u,- Ã‚Â Of man-made fibres,0.00%,0.00%,,10.00%,,,,,,
6106,90,0,u,- Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6107,11,0,u,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6107,12,0,u,- - Of man-made fibres,0.00%,0.00%,,10.00%,,,,,,
6107,19,0,u,- - Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6107,21,0,u,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6107,22,0,u,- - Ã‚Â Of man-made fibres,0.00%,0.00%,,10.00%,,,,,,
6107,29,0,u,- - Ã‚Â Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6107,91,0,u,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6107,99,0,u,- - Ã‚Â Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6108,11,0,u,- - Of man-made fibres,0.00%,0.00%,,10.00%,,,,,,
6108,19,,,- - Of other textile materials :,,,,,,,,,,
6108,19,2000,u,- - - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6108,19,3000,u,- - - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6108,19,4000,u,- - - Of silk,0.00%,0.00%,,10.00%,,,,,,
6108,19,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6108,21,0,u,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6108,22,0,u,- - Of man-made fibres,0.00%,0.00%,,10.00%,,,,,,
6108,29,0,u,- - Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6108,31,0,u,- - Ã‚Â Of cotton,0.00%,0.00%,,10.00%,,,,,,
6108,32,0,u,- - Of man-made fibres,0.00%,0.00%,,10.00%,,,,,,
6108,39,0,u,- - Ã‚Â Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6108,91,0,u,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6108,92,0,u,- - Of man-made fibres,0.00%,0.00%,,10.00%,,,,,,
6108,99,0,u,- - Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6109,10,,,- Ã‚Â Of cotton :,,,,,,,,,,
6109,10,1000,u,- - For men or boys,0.00%,0.00%,,10.00%,,,,,,
6109,10,2000,u,- - For women or girls,0.00%,0.00%,,10.00%,,,,,,
6109,90,,,- Ã‚Â Of other textile materials :,,,,,,,,,,
6109,90,1000,u,"- - For men or boys, of ramie, linen or silk",0.00%,0.00%,,10.00%,,,,,,
6109,90,2000,u,"- - For men or boys, of other textile materials",0.00%,0.00%,,10.00%,,,,,,
6109,90,3000,u,- - For women or girls,0.00%,0.00%,,10.00%,,,,,,
6110,11,0,u,- - Of wool,0.00%,0.00%,,10.00%,,,,,,
6110,12,0,u,- - Ã‚Â Of Kashmir (cashmere) goats,0.00%,0.00%,,10.00%,,,,,,
6110,19,0,u,- - Other,0.00%,0.00%,,10.00%,,,,,,
6110,20,0,u,- Of cotton,0.00%,0.00%,,10.00%,,,,,,
6110,30,0,u,- Of man-made fibres,0.00%,0.00%,,10.00%,,,,,,
6110,90,0,u,- Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6111,20,0,kg,- Ã‚Â Of cotton,0.00%,0.00%,,10.00%,,,,,,
6111,30,0,kg,- Ã‚Â Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6111,90,,,- Of other textile materials :,,,,,,,,,,
6111,90,1000,kg,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6111,90,9000,kg,- - Other,0.00%,0.00%,,10.00%,,,,,,
6112,11,0,u,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6112,12,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6112,19,0,u,- - Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6112,20,0,u,- Ã‚Â Ski suits,0.00%,0.00%,,10.00%,,,,,,
6112,31,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6112,39,0,u,- - Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6112,41,,,- - Ã‚Â Of synthetic fibres :,,,,,,,,,,
6112,41,1000,u,- - - Mastectomy swimwear (post breast surgery swimwear),0.00%,0.00%,,10.00%,,,,,,
6112,41,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6112,49,,,- - Ã‚Â Of other textile materials :,,,,,,,,,,
6112,49,1000,u,- - - Mastectomy swimwear (post breast surgery swimwear),0.00%,0.00%,,10.00%,,,,,,
6112,49,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6113,0,1000,kg,- DiversÃ¢â‚¬â„¢ suits (wetsuits),0.00%,0.00%,,10.00%,,,,,,
6113,0,3000,kg,- Garments used for protection from fire,0.00%,0.00%,,10.00%,,,,,,
6113,0,4000,kg,- Other protective work garments,0.00%,0.00%,,10.00%,,,,,,
6113,0,9000,kg,- Other,0.00%,0.00%,,10.00%,,,,,,
6114,20,0,kg,- Of cotton,0.00%,0.00%,,10.00%,,,,,,
6114,30,,,- Of man-made fibres :,,,,,,,,,,
6114,30,2000,kg,- - Garments used for protection from fire,0.00%,0.00%,,10.00%,,,,,,
6114,30,9000,kg,- - Other,0.00%,0.00%,,10.00%,,,,,,
6114,90,,,- Of other textile materials :,,,,,,,,,,
6114,90,1000,kg,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6114,90,9000,kg,- - Other,0.00%,0.00%,,10.00%,,,,,,
6115,10,,,"- Graduated compression hosiery (for example, stockings for varicose veins) :",,,,,,,,,,
6115,10,1000,kg,"- - Stockings for varicose veins, of synthetic fibres",0.00%,0.00%,,10.00%,,,,,,
6115,10,9000,kg,- - Other,0.00%,0.00%,,10.00%,,,,,,
6115,21,0,kg,"- - Of synthetic fibres, measuring per single yarn less than 67 decitex",0.00%,0.00%,,10.00%,,,,,,
6115,22,0,kg,"- - Of synthetic fibres, measuring per single yarn 67 decitex or more",0.00%,0.00%,,10.00%,,,,,,
6115,29,,,- - Of other textile materials :,,,,,,,,,,
6115,29,1000,kg,- - - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6115,29,9000,kg,- - - Ã‚Â Other,0.00%,0.00%,,10.00%,,,,,,
6115,30,,,"- Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex :",,,,,,,,,,
6115,30,1000,kg,- - Ã‚Â Of cotton,0.00%,0.00%,,10.00%,,,,,,
6115,30,9000,kg,- - Ã‚Â Other,0.00%,0.00%,,10.00%,,,,,,
6115,94,0,kg,- - Ã‚Â Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6115,95,0,kg,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6115,96,0,kg,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6115,99,0,kg,- - Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6116,10,,,"- Impregnated, coated, covered or laminated with plastics or rubber :",,,,,,,,,,
6116,10,1000,kg,- - Divers' gloves,0.00%,0.00%,,10.00%,,,,,,
6116,10,9000,kg,- - Other,0.00%,0.00%,,10.00%,,,,,,
6116,91,0,kg,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6116,92,0,kg,- - Ã‚Â Of cotton,0.00%,0.00%,,10.00%,,,,,,
6116,93,0,kg,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6116,99,0,kg,- - Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6117,10,,,"- Shawls, scarves, mufflers, mantillas, veils and the like :",,,,,,,,,,
6117,10,1000,u,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6117,10,9000,u,- - Other,0.00%,0.00%,,10.00%,,,,,,
6117,80,,,- Other accessories :,,,,,,,,,,
6117,80,1100,kg,- - - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6117,80,1900,kg,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6117,80,2000,kg,"- - Wrist bands, knee bands or ankle bands",0.00%,0.00%,,10.00%,,,,,,
6117,80,9000,kg,- - Other,0.00%,0.00%,,10.00%,,,,,,
6117,90,0,kg,- Ã‚Â Parts,15.00%,0.00%,,10.00%,,,,,,
6201,20,,,- Of wool or fine animal hair :,,,,,,,,,,
6201,20,1000,u,"- - Overcoats, raincoats, car-coats, cloaks, capes, ponchos, three-quarter coats, greatcoats, hooded capes, duffel coats, trench coats, gabardines and padded waistcoats",0.00%,0.00%,,10.00%,,,,,,
6201,20,9000,u,- - Other,0.00%,0.00%,,10.00%,,,,,,
6201,30,,,- Of cotton :,,,,,,,,,,
6201,30,1000,u,"- - Overcoats, raincoats, car-coats, cloaks, capes, ponchos, three-quarter coats, greatcoats, hooded capes, duffel coats, trench coats, gabardines and padded waistcoats",0.00%,0.00%,,10.00%,,,,,,
6201,30,9000,u,- - Other,0.00%,0.00%,,10.00%,,,,,,
6201,40,,,- Of man-made fibres :,,,,,,,,,,
6201,40,1000,u,"- - Overcoats, raincoats, car-coats, cloaks, capes, ponchos, three-quarter coats, greatcoats, hooded capes, duffel coats, trench coats, gabardines and padded waistcoats",0.00%,0.00%,,10.00%,,,,,,
6201,40,9000,u,- - Other,0.00%,0.00%,,10.00%,,,,,,
6201,90,,,- Of other textile materials :,,,,,,,,,,
6201,90,1100,u,"- - - Overcoats, raincoats, car-coats, cloaks, capes, ponchos, three-quarter coats, greatcoats, hooded capes, duffel coats, trench coats, gabardines and padded waistcoats",0.00%,0.00%,,10.00%,,,,,,
6201,90,1900,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6201,90,2100,u,"- - - Overcoats, raincoats, car-coats, cloaks, capes, ponchos, three-quarter coats, greatcoats, hooded capes, duffel coats, trench coats, gabardines and padded waistcoats",0.00%,0.00%,,10.00%,,,,,,
6201,90,2900,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6201,90,9000,u,- - Other,0.00%,0.00%,,10.00%,,,,,,
6202,20,,,- Of wool or fine animal hair :,,,,,,,,,,
6202,20,1000,u,"- - Overcoats, raincoats, car-coats, cloaks, capes, ponchos, three-quarter coats, greatcoats, hooded capes, duffel coats, trench coats, gabardines and padded waistcoats",0.00%,0.00%,,10.00%,,,,,,
6202,20,9000,u,- - Other,0.00%,0.00%,,10.00%,,,,,,
6202,30,,,- Of cotton :,,,,,,,,,,
6202,30,1000,u,"- - Overcoats, raincoats, car-coats, cloaks, capes, ponchos, three-quarter coats, greatcoats, hooded capes, duffel coats, trench coats, gabardines and padded waistcoats",0.00%,0.00%,,10.00%,,,,,,
6202,30,9000,u,- - Other,0.00%,0.00%,,10.00%,,,,,,
6202,40,,,- Of man-made fibres :,,,,,,,,,,
6202,40,1000,u,"- - Overcoats, raincoats, car-coats, cloaks, capes, ponchos, three-quarter coats, greatcoats, hooded capes, duffel coats, trench coats, gabardines and padded waistcoats",0.00%,0.00%,,10.00%,,,,,,
6202,40,9000,u,- - Other,0.00%,0.00%,,10.00%,,,,,,
6202,90,,,- Of other textile materials :,,,,,,,,,,
6202,90,1000,u,- - Of silk,0.00%,0.00%,,10.00%,,,,,,
6202,90,2000,u,- - Of ramie,0.00%,0.00%,,10.00%,,,,,,
6202,90,9000,u,- - Other,0.00%,0.00%,,10.00%,,,,,,
6203,11,0,u,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6203,12,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6203,19,,,- - Of other textile materials :,,,,,,,,,,
6203,19,1100,u,- - - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6203,19,1900,u,- - - - Other,0.00%,0.00%,,10.00%,,,,,,
6203,19,2100,u,- - - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6203,19,2900,u,- - - - Other,0.00%,0.00%,,10.00%,,,,,,
6203,19,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6203,22,,,- - Of cotton :,,,,,,,,,,
6203,22,1000,u,- - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6203,22,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6203,23,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6203,29,,,- - Of other textile materials :,,,,,,,,,,
6203,29,1000,u,- - - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6203,29,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6203,31,0,u,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6203,32,,,- - Of cotton :,,,,,,,,,,
6203,32,1000,u,- - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6203,32,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6203,33,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6203,39,0,u,- - Ã‚Â Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6203,41,0,u,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6203,42,,,- - Of cotton :,,,,,,,,,,
6203,42,1000,u,- - - Bib and brace overalls,0.00%,0.00%,,10.00%,,,,,,
6203,42,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6203,43,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6203,49,,,- - Of other textile materials :,,,,,,,,,,
6203,49,1000,u,- - - Of silk,0.00%,0.00%,,10.00%,,,,,,
6203,49,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6204,11,0,u,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6204,12,,,- - Of cotton :,,,,,,,,,,
6204,12,1000,u,- - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6204,12,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6204,13,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6204,19,,,- - Of other textile materials :,,,,,,,,,,
6204,19,1100,u,- - - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6204,19,1900,u,- - - - Other,0.00%,0.00%,,10.00%,,,,,,
6204,19,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6204,21,0,u,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6204,22,,,- - Of cotton :,,,,,,,,,,
6204,22,1000,u,- - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6204,22,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6204,23,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6204,29,,,- - Of other textile materials :,,,,,,,,,,
6204,29,1000,u,- - - Of silk,0.00%,0.00%,,10.00%,,,,,,
6204,29,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6204,31,0,u,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6204,32,,,- - Of cotton :,,,,,,,,,,
6204,32,1000,u,- - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6204,32,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6204,33,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6204,39,,,- - Of other textile materials :,,,,,,,,,,
6204,39,1100,u,- - - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6204,39,1900,u,- - - - Other,0.00%,0.00%,,10.00%,,,,,,
6204,39,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6204,41,0,u,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6204,42,,,- - Of cotton :,,,,,,,,,,
6204,42,1000,u,- - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6204,42,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6204,43,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6204,44,0,u,- - Of artificial fibres,0.00%,0.00%,,10.00%,,,,,,
6204,49,,,- - Of other textile materials :,,,,,,,,,,
6204,49,1000,u,- - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6204,49,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6204,51,0,u,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6204,52,,,- - Of cotton :,,,,,,,,,,
6204,52,1000,u,- - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6204,52,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6204,53,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6204,59,,,- - Of other textile materials :,,,,,,,,,,
6204,59,1000,u,- - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6204,59,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6204,61,0,u,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6204,62,0,u,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6204,63,0,u,- - Of synthetic fibres,0.00%,0.00%,,10.00%,,,,,,
6204,69,0,u,- - Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6205,20,,,- Of cotton :,,,,,,,,,,
6205,20,1000,u,- - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6205,20,2000,u,- - Barong Tagalog,0.00%,0.00%,,10.00%,,,,,,
6205,20,9000,u,- - Other,0.00%,0.00%,,10.00%,,,,,,
6205,30,,,- Of man-made fibres :,,,,,,,,,,
6205,30,1000,u,- - Barong Tagalog,0.00%,0.00%,,10.00%,,,,,,
6205,30,9000,u,- - Other,0.00%,0.00%,,10.00%,,,,,,
6205,90,,,- Of other textile materials :,,,,,,,,,,
6205,90,1000,u,- - Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6205,90,9100,u,- - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6205,90,9200,u,- - - Barong Tagalog,0.00%,0.00%,,10.00%,,,,,,
6205,90,9900,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6206,10,,,- Of silk or silk waste :,,,,,,,,,,
6206,10,1000,u,- - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6206,10,9000,u,- - Other,0.00%,0.00%,,10.00%,,,,,,
6206,20,0,u,- Of wool or fine animal hair,0.00%,0.00%,,10.00%,,,,,,
6206,30,,,- Of cotton :,,,,,,,,,,
6206,30,1000,u,- - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6206,30,9000,u,- - Other,0.00%,0.00%,,10.00%,,,,,,
6206,40,0,u,- Of man-made fibres,0.00%,0.00%,,10.00%,,,,,,
6206,90,0,u,- Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6207,11,0,u,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6207,19,0,u,- - Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6207,21,,,- - Ã‚Â Of cotton :,,,,,,,,,,
6207,21,1000,u,- - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6207,21,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6207,22,0,u,- - Of man-made fibres,0.00%,0.00%,,10.00%,,,,,,
6207,29,,,- - Of other textile materials :,,,,,,,,,,
6207,29,1000,u,- - - Of silk,0.00%,0.00%,,10.00%,,,,,,
6207,29,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6207,91,0,kg,- - Of cotton,0.00%,0.00%,,10.00%,,,,,,
6207,99,,,- - Of other textile materials :,,,,,,,,,,
6207,99,1000,kg,- - - Of man-made fibres,0.00%,0.00%,,10.00%,,,,,,
6207,99,9000,kg,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6208,11,0,u,- - Of man-made fibres,0.00%,0.00%,,10.00%,,,,,,
6208,19,0,u,- - Of other textile materials,0.00%,0.00%,,10.00%,,,,,,
6208,21,,,- - Of cotton :,,,,,,,,,,
6208,21,1000,u,- - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6208,21,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6208,22,0,u,- - Of man-made fibres,0.00%,0.00%,,10.00%,,,,,,
6208,29,,,- - Of other textile materials :,,,,,,,,,,
6208,29,1000,u,- - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6208,29,9000,u,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6208,91,,,- - Of cotton :,,,,,,,,,,
6208,91,1000,kg,- - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
6208,91,9000,kg,- - - Other,0.00%,0.00%,,10.00%,,,,,,
6208,92,,,- - Of man-made fibres :,,,,,,,,,,
6208,92,1000,kg,- - - Printed by traditional batik process,0.00%,0.00%,,10.00%,,,,,,
