HEADER,SUB,ITEM,UNIT,DESCRIPTION,IMPORT RATE,EKSPORT RATE,TRQ,SST,EXCISE,CESS 1,CESS 2,CESS 3,IMPPRO,EKSPRO
101,,,,"Live horses, asses, mules and hinnies.",,,,,,,,,,
101,,,,- Horses :,,,,,,,,,,
101,21,0,u,- - Pure-bred breeding animals,0.00%,0.00%,,5.00%,,,,,,
101,29,0,u,- - Other,0.00%,0.00%,,5.00%,,,,,,
101,30,,,- Asses :,,,,,,,,,,
101,30,1000,u,- - Pure-bred breeding animals,0.00%,0.00%,,5.00%,,,,,,
101,30,9000,u,- - Other,0.00%,0.00%,,5.00%,,,,,,
101,90,0,u,- Other,0.00%,0.00%,,5.00%,,,,,,
102,,,,Live bovine animals.,,,,,,,,,,
102,,,,- Cattle :,,,,,,,,,,
102,,,,- - - Male cattle :,,,,,,,,,,
102,,,,- Buffalo :,,,,,,,,,,
102,21,0,u,- - Pure-bred breeding animals,0.00%,5.00%,,0.00%,,,,,,
102,29,,,- - Other :,,,,,,,,,,
102,29,1100,u,- - - - Oxen,0.00%,0.00%,,0.00%,,,,,,
102,29,1900,u,- - - - Other,0.00%,5.00%,,0.00%,,,,,,
102,29,9000,u,- - - Other,0.00%,5.00%,,0.00%,,,,,,
102,31,0,u,- - Pure-bred breeding animals,0.00%,5.00%,,0.00%,,,,,,
102,39,0,u,- - Other,0.00%,5.00%,,0.00%,,,,,,
102,90,,,- Other :,,,,,,,,,,
102,90,1000,u,- - Pure-bred breeding animals,0.00%,5.00%,,0.00%,,,,,,
102,90,9000,u,- - Other,0.00%,5.00%,,0.00%,,,,,,
103,,,,Live swine.,,,,,,,,,,
103,,,,- Other :,,,,,,,,,,
103,10,0,u,- Pure-bred breeding animals,0.00%,0.00%,,0.00%,,,,,,
103,91,0,u,- - Weighing less than 50 kg,,,In: 15% Out: 20%,0.00%,,,,,,
103,92,0,u,- - Weighing 50 kg or more,,,In: 15% Out: 20%,0.00%,,,,,,
104,,,,Live sheep and goats.,,,,,,,,,,
104,10,,,- Sheep :,,,,,,,,,,
104,10,1000,u,- - Pure-bred breeding animals,0.00%,0.00%,,0.00%,,,,,,
104,10,9000,u,- - Other,0.00%,0.00%,,0.00%,,,,,,
104,20,,,- Goats :,,,,,,,,,,
104,20,1000,u,- - Pure-bred breeding animals,0.00%,5.00%,,0.00%,,,,,,
104,20,9000,u,- - Other,0.00%,5.00%,,0.00%,,,,,,
105,,,,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls.",,,,,,,,,,
105,,,,- Weighing not more than 185 g :,,,,,,,,,,
105,,,,- Other :,,,,,,,,,,
105,,,,- - - Fighting cocks :,,,,,,,,,,
105,,,,- - - Other :,,,,,,,,,,
105,11,,,- - Fowls of the species Gallus domesticus :,,,,,,,,,,
105,11,,,- - Fowls of the species Gallus domesticus :,,,,,,,,,,
105,11,1000,u,- - - Breeding fowls,0.00%,0.00%,,0.00%,,,,,,
105,11,9000,u,- - - Other,,,In: 10% Out: 20%,0.00%,,,,,,
105,12,,,- - Turkeys :,,,,,,,,,,
105,12,1000,u,- - - Breeding turkeys,0.00%,0.00%,,0.00%,,,,,,
105,12,9000,u,- - - Other,0.00%,0.00%,,0.00%,,,,,,
105,13,,,- - Ducks :,,,,,,,,,,
105,13,1000,u,- - - Breeding ducklings,0.00%,0.00%,,0.00%,,,,,,
105,13,9000,u,- - - Other,0.00%,0.00%,,0.00%,,,,,,
105,14,,,- - Geese :,,,,,,,,,,
105,14,1000,u,- - - Breeding goslings,0.00%,0.00%,,0.00%,,,,,,
105,14,9000,u,- - - Other,0.00%,0.00%,,0.00%,,,,,,
105,15,,,- - Guinea fowls :,,,,,,,,,,
105,15,1000,u,- - - Breeding guinea fowls,0.00%,0.00%,,0.00%,,,,,,
105,15,9000,u,- - - Other,0.00%,0.00%,,0.00%,,,,,,
105,94,,,- - Fowls of the species Gallus domesticus :,,,,,,,,,,
105,94,,,- - Fowls of the species Gallus domesticus :,,,,,,,,,,
105,94,1000,u,"- - - Breeding fowls, other than fighting cocks",0.00%,0.00%,,0.00%,,,,,,
105,94,4100,u,- - - - Weighing not more than 2 kg,,,In: 10% Out: 20%,5.00%,,,,,,
105,94,4900,u,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
105,94,9100,u,- - - - Weighing not more than 2 kg,,,In: 10% Out: 20%,0.00%,,,,,,
105,94,9900,u,- - - - Other,0.00%,0.00%,,0.00%,,,,,,
105,99,,,- - Other :,,,,,,,,,,
105,99,1000,u,- - - Breeding ducks,0.00%,0.00%,,0.00%,,,,,,
105,99,2000,u,- - - Other ducks,0.00%,0.00%,,0.00%,,,,,,
105,99,3000,u,"- - - Breeding geese, turkeys and guinea fowls",0.00%,0.00%,,0.00%,,,,,,
105,99,4000,u,"- - - Other geese, turkeys and guinea fowls",0.00%,0.00%,,0.00%,,,,,,
106,,,,Other live animals.,,,,,,,,,,
106,,,,- Mammals :,,,,,,,,,,
106,,,,- Birds :,,,,,,,,,,
106,,,,- Insects :,,,,,,,,,,
106,11,0,u,- - Primates,0.00%,5.00%,,5.00%,,,,,,
106,12,,,"- - Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia) :",,,,,,,,,,
106,12,1000,u,"- - - Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia)",0.00%,5.00%,,5.00%,,,,,,
106,12,2000,u,"- - - Seals, sea lions and walruses (mammals of the suborder Pinnipedia)",0.00%,5.00%,,5.00%,,,,,,
106,13,0,u,- - Camels and other camelids (Camelidae),0.00%,5.00%,,5.00%,,,,,,
106,14,0,u,- - Rabbits and hares,0.00%,0.00%,,5.00%,,,,,,
106,19,0,u,- - Other,0.00%,5.00%,,5.00%,,,,,,
106,20,0,u,- Reptiles (including snakes and turtles),0.00%,5.00%,,5.00%,,,,,,
106,31,0,u,- - Birds of prey,0.00%,5.00%,,5.00%,,,,,,
106,32,0,u,"- - Psittaciformes (including parrots, parakeets, macaws and cockatoos)",0.00%,5.00%,,5.00%,,,,,,
106,33,0,u,- - Ostriches; emus (Dromaius novaehollandiae),0.00%,0.00%,,5.00%,,,,,,
106,39,0,u,- - Other,0.00%,0.00%,,5.00%,,,,,,
106,41,0,u,- - Bees,0.00%,0.00%,,5.00%,,,,,,
106,49,0,u,- - Other,0.00%,0.00%,,5.00%,,,,,,
106,90,0,u,- Other,0.00%,0.00%,,5.00%,,,,,,
201,,,,"Meat of bovine animals, fresh or chilled.",,,,,,,,,,
201,10,0,kg,- Carcasses and half-carcasses,0.00%,0.00%,,0.00%,,,,,,
201,20,0,kg,- Other cuts with bone in,0.00%,0.00%,,0.00%,,,,,,
201,30,0,kg,- Boneless,0.00%,0.00%,,0.00%,,,,,,
202,10,0,kg,- Carcasses and half-carcasses,0.00%,0.00%,,0.00%,,,,,,
202,20,0,kg,- Other cuts with bone in,0.00%,0.00%,,0.00%,,,,,,
202,30,0,kg,- Boneless,0.00%,0.00%,,0.00%,,,,,,
203,11,0,kg,- - Carcasses and half-carcasses,,,In: 25% Out: 50%,0.00%,,,,,,
203,12,0,kg,"- - Hams, shoulders and cuts thereof, with bone in",0.00%,0.00%,,0.00%,,,,,,
203,19,0,kg,- - Other,0.00%,0.00%,,0.00%,,,,,,
203,21,0,kg,- - Carcasses and half-carcasses,,,In: 25% Out: 50%,0.00%,,,,,,
203,22,0,kg,"- - Hams, shoulders and cuts thereof, with bone in",0.00%,0.00%,,0.00%,,,,,,
203,29,0,kg,- - Other,0.00%,0.00%,,0.00%,,,,,,
204,10,0,kg,"- Carcasses and half-carcasses of lamb, fresh or chilled",0.00%,0.00%,,0.00%,,,,,,
204,21,0,kg,- - Carcasses and half-carcasses,0.00%,0.00%,,0.00%,,,,,,
204,22,0,kg,- - Other cuts with bone in,0.00%,0.00%,,0.00%,,,,,,
204,23,0,kg,- - Boneless,0.00%,0.00%,,0.00%,,,,,,
204,30,0,kg,"- Carcasses and half-carcasses of lamb, frozen",0.00%,0.00%,,0.00%,,,,,,
204,41,0,kg,- - Carcasses and half-carcasses,0.00%,0.00%,,0.00%,,,,,,
204,42,0,kg,- - Other cuts with bone in,0.00%,0.00%,,0.00%,,,,,,
204,43,0,kg,- - Boneless,0.00%,0.00%,,0.00%,,,,,,
204,50,0,kg,- Meat of goats,0.00%,0.00%,,0.00%,,,,,,
205,0,0,kg,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",0.00%,0.00%,,5.00%,,,,,,
206,10,0,kg,"- Of bovine animals, fresh or chilled",0.00%,0.00%,,0.00%,,,,,,
206,21,0,kg,- - Tongues,0.00%,0.00%,,0.00%,,,,,,
206,22,0,kg,- - Livers,0.00%,0.00%,,0.00%,,,,,,
206,29,0,kg,- - Other,0.00%,0.00%,,0.00%,,,,,,
206,30,0,kg,"- Of swine, fresh or chilled",0.00%,0.00%,,0.00%,,,,,,
206,41,0,kg,- - Livers,0.00%,0.00%,,0.00%,,,,,,
206,49,0,kg,- - Other,0.00%,0.00%,,0.00%,,,,,,
206,80,0,kg,"- Other, fresh or chilled",0.00%,0.00%,,0.00%,,,,,,
206,90,0,kg,"- Other, frozen",0.00%,0.00%,,0.00%,,,,,,
207,12,0,kg,"- - Not cut in pieces, frozen",,,In: 20% Out: 40%,0.00%,,,,,,
207,13,0,kg,"- - Cuts and offal, fresh or chilled",,,In: 20% Out: 40%,0.00%,,,,,,
207,14,,,"- - Cuts and offal, frozen :",,,,,,,,,,
207,14,,,"- - Cuts and offal, frozen :",,,,,,,,,,
207,14,1000,kg,- - - Wings,,,In: 20% Out: 40%,0.00%,,,,,,
207,14,2000,kg,- - - Thighs,,,In: 20% Out: 40%,0.00%,,,,,,
207,14,3000,kg,- - - Livers,,,In: 20% Out: 40%,0.00%,,,,,,
207,14,9900,kg,- - - - Other,,,In: 20% Out: 40%,0.00%,,,,,,
207,24,0,kg,"- - Not cut in pieces, fresh or chilled",0.00%,0.00%,,0.00%,,,,,,
207,25,0,kg,"- - Not cut in pieces, frozen",0.00%,0.00%,,0.00%,,,,,,
207,26,0,kg,"- - Cuts and offal, fresh or chilled",0.00%,0.00%,,0.00%,,,,,,
207,27,,,"- - Cuts and offal, frozen :",,,,,,,,,,
207,27,1000,kg,- - - Livers,0.00%,0.00%,,0.00%,,,,,,
207,27,9100,kg,- - - - Mechanically deboned or separated meat,0.00%,0.00%,,0.00%,,,,,,
207,27,9900,kg,- - - - Other,0.00%,0.00%,,0.00%,,,,,,
207,41,0,kg,"- - Not cut in pieces, fresh or chilled",0.00%,0.00%,,0.00%,,,,,,
207,42,0,kg,"- - Not cut in pieces, frozen",0.00%,0.00%,,0.00%,,,,,,
207,43,0,kg,"- - Fatty livers, fresh or chilled",0.00%,0.00%,,5.00%,,,,,,
207,44,0,kg,"- - Other, fresh or chilled",0.00%,0.00%,,0.00%,,,,,,
207,45,,,"- - Other, frozen :",,,,,,,,,,
207,45,1000,kg,- - - Fatty livers,0.00%,0.00%,,5.00%,,,,,,
207,45,9000,kg,- - - Other,0.00%,0.00%,,0.00%,,,,,,
207,51,0,kg,"- - Not cut in pieces, fresh or chilled",0.00%,0.00%,,0.00%,,,,,,
207,52,0,kg,"- - Not cut in pieces, frozen",0.00%,0.00%,,0.00%,,,,,,
207,53,0,kg,"- - Fatty livers, fresh or chilled",0.00%,0.00%,,5.00%,,,,,,
207,54,0,kg,"- - Other, fresh or chilled",0.00%,0.00%,,0.00%,,,,,,
207,55,,,"- - Other, frozen :",,,,,,,,,,
207,55,1000,kg,- - - Fatty livers,0.00%,0.00%,,5.00%,,,,,,
207,55,9000,kg,- - - Other,0.00%,0.00%,,0.00%,,,,,,
207,60,,,- Of guinea fowls :,,,,,,,,,,
207,60,1000,kg,"- - Not cut in pieces, fresh or chilled",0.00%,0.00%,,0.00%,,,,,,
207,60,2000,kg,"- - Not cut in pieces, frozen",0.00%,0.00%,,0.00%,,,,,,
207,60,3000,kg,"- - Cuts and offal, fresh or chilled",0.00%,0.00%,,0.00%,,,,,,
207,60,4000,kg,"- - Cuts and offal, frozen",0.00%,0.00%,,0.00%,,,,,,
208,10,0,kg,- Of rabbits or hares,0.00%,0.00%,,5.00%,,,,,,
208,30,0,kg,- Of primates,0.00%,0.00%,,5.00%,,,,,,
208,40,,,"- Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia) :",,,,,,,,,,
208,40,1000,kg,"- - Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",0.00%,0.00%,,5.00%,,,,,,
208,40,9000,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
208,50,0,kg,- Of reptiles (including snakes and turtles),0.00%,0.00%,,5.00%,,,,,,
208,60,0,kg,- Of camels and other camelids (Camelidae),0.00%,0.00%,,5.00%,,,,,,
208,90,,,- Other :,,,,,,,,,,
208,90,1000,kg,- - Frogs' legs,0.00%,0.00%,,5.00%,,,,,,
208,90,9000,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
209,10,0,kg,- Of pigs,0.00%,0.00%,,5.00%,,,,,,
209,90,0,kg,- Other,0.00%,0.00%,,5.00%,,,,,,
210,11,0,kg,"- - Hams, shoulders and cuts thereof, with bone in",0.00%,0.00%,,5.00%,,,,,,
210,12,0,kg,- - Bellies (streaky) and cuts thereof,0.00%,0.00%,,5.00%,,,,,,
210,19,,,- - Other :,,,,,,,,,,
210,19,3000,kg,- - - Bacon; boneless hams,0.00%,0.00%,,5.00%,,,,,,
210,19,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
210,20,0,kg,- Meat of bovine animals,0.00%,0.00%,,5.00%,,,,,,
210,91,0,kg,- - Of primates,0.00%,0.00%,,5.00%,,,,,,
210,92,,,"- - Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia) :",,,,,,,,,,
210,92,1000,kg,"- - - Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",0.00%,0.00%,,5.00%,,,,,,
210,92,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
210,93,0,kg,- - Of reptiles (including snakes and turtles),0.00%,0.00%,,5.00%,,,,,,
210,99,,,- - Other :,,,,,,,,,,
210,99,1000,kg,- - - Freeze-dried diced chicken,0.00%,0.00%,,5.00%,,,,,,
210,99,2000,kg,- - - Dried pork skin,0.00%,0.00%,,5.00%,,,,,,
210,99,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
301,11,,,- - Freshwater :,,,,,,,,,,
301,11,1000,u,- - - Fry,0.00%,0.00%,,5.00%,,,,,,
301,11,9100,u,- - - - Koi carp (Cyprinus carpio),0.00%,0.00%,,5.00%,,,,,,
301,11,9200,u,- - - - Goldfish (Carassius auratus),0.00%,0.00%,,5.00%,,,,,,
301,11,9300,u,- - - - Siamese fighting fish (Beta splendens),0.00%,0.00%,,5.00%,,,,,,
301,11,9500,u,- - - - Arowanas (Scleropages formosus),0.00%,0.00%,,5.00%,,,,,,
301,11,9900,u,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
301,19,,,- - Other :,,,,,,,,,,
301,19,1000,u,- - - Fry,0.00%,0.00%,,5.00%,,,,,,
301,19,9000,u,- - - Other,0.00%,0.00%,,5.00%,,,,,,
301,91,0,kg,"- - Ã‚Â Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0.00%,0.00%,,5.00%,,,,,,
301,92,0,kg,- - Eels (Anguilla spp.),0.00%,0.00%,,0.00%,,,,,,
301,93,,,"- - Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.) :",,,,,,,,,,
301,93,2100,kg,"- - - - Breeding, other than fry",0.00%,0.00%,,0.00%,,,,,,
301,93,2200,kg,- - - - Fry,0.00%,0.00%,,0.00%,,,,,,
301,93,2900,kg,- - - - Other,0.00%,0.00%,,0.00%,,,,,,
301,93,3100,kg,"- - - - Breeding, other than fry",0.00%,0.00%,,0.00%,,,,,,
301,93,3200,kg,- - - - Fry,0.00%,0.00%,,0.00%,,,,,,
301,93,3900,kg,- - - - Other,0.00%,0.00%,,0.00%,,,,,,
301,94,0,kg,"- - Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",0.00%,0.00%,,5.00%,,,,,,
301,95,0,kg,- - Southern bluefin tunas (Thunnus maccoyii),0.00%,0.00%,,5.00%,,,,,,
301,99,,,- - Other :,,,,,,,,,,
301,99,1100,kg,- - - - Breeding,0.00%,0.00%,,0.00%,,,,,,
301,99,1900,kg,- - - - Other,0.00%,0.00%,,0.00%,,,,,,
301,99,2200,kg,"- - - - Other carp, breeding",0.00%,0.00%,,0.00%,,,,,,
301,99,2300,kg,- - - - Other carp,0.00%,0.00%,,0.00%,,,,,,
301,99,2400,kg,"- - - - Other, breeding",0.00%,0.00%,,5.00%,,,,,,
301,99,2900,kg,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
301,99,3100,kg,"- - - - Milkfish, breeding",0.00%,0.00%,,0.00%,,,,,,
301,99,3200,kg,"- - - - Milkfish, other",0.00%,0.00%,,0.00%,,,,,,
301,99,3300,kg,- - - - Leopard coral grouper (Plectropomus leopardus),0.00%,0.00%,,0.00%,,,,,,
301,99,3400,kg,- - - - Brown-marbled grouper (Epinephelus fuscoguttatus),0.00%,0.00%,,0.00%,,,,,,
301,99,3500,kg,- - - - Humpback grouper (Cromileptes altivelis),0.00%,0.00%,,0.00%,,,,,,
301,99,3600,kg,- - - - Other grouper,0.00%,0.00%,,0.00%,,,,,,
301,99,4100,kg,- - - - Tilapias (Oreochromis spp.),0.00%,0.00%,,0.00%,,,,,,
301,99,4200,kg,"- - - - Other carp, for breeding",0.00%,0.00%,,0.00%,,,,,,
301,99,4900,kg,- - - - Other,0.00%,0.00%,,0.00%,,,,,,
301,99,5000,kg,"- - - Other, marine fish",0.00%,0.00%,,5.00%,,,,,,
301,99,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
302,11,0,kg,"- - Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0.00%,0.00%,,5.00%,,,,,,
302,13,0,kg,"- - Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",0.00%,0.00%,,5.00%,,,,,,
302,14,0,kg,- - Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),0.00%,0.00%,,5.00%,,,,,,
302,19,0,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
302,21,0,kg,"- - Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",0.00%,0.00%,,0.00%,,,,,,
302,22,0,kg,- - Plaice (Pleuronectes platessa),0.00%,0.00%,,0.00%,,,,,,
302,23,0,kg,- - Sole (Solea spp.),0.00%,0.00%,,0.00%,,,,,,
302,24,0,kg,- - Turbots (Psetta maxima),0.00%,0.00%,,0.00%,,,,,,
302,29,0,kg,- - Other,0.00%,0.00%,,0.00%,,,,,,
302,31,0,kg,- - Albacore or longfinned tunas (Thunnus alalunga),0.00%,0.00%,,5.00%,,,,,,
302,32,0,kg,- - Yellowfin tunas (Thunnus albacares),0.00%,0.00%,,5.00%,,,,,,
302,33,0,kg,- - Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis),0.00%,0.00%,,0.00%,,,,,,
302,34,0,kg,- - Bigeye tunas (Thunnus obesus),0.00%,0.00%,,5.00%,,,,,,
302,35,0,kg,"- - Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",0.00%,0.00%,,5.00%,,,,,,
302,36,0,kg,- - Southern bluefin tunas (Thunnus maccoyii),0.00%,0.00%,,5.00%,,,,,,
302,39,0,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
302,41,0,kg,"- - Herrings (Clupea harengus, Clupea pallasii)",0.00%,0.00%,,5.00%,,,,,,
302,42,0,kg,- - Anchovies (Engraulis spp.),0.00%,0.00%,,0.00%,,,,,,
302,43,0,kg,"- - Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",0.00%,0.00%,,0.00%,,,,,,
302,44,0,kg,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0.00%,0.00%,,0.00%,,,,,,
302,45,0,kg,- - Jack and horse mackerel (Trachurus spp.),0.00%,0.00%,,0.00%,,,,,,
302,46,0,kg,- - Cobia (Rachycentron canadum),0.00%,0.00%,,0.00%,,,,,,
302,47,0,kg,- - Swordfish (Xiphias gladius),0.00%,0.00%,,0.00%,,,,,,
302,49,0,kg,- - Other,0.00%,0.00%,,0.00%,,,,,,
302,51,0,kg,"- - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0.00%,0.00%,,5.00%,,,,,,
302,52,0,kg,- - Haddock (Melanogrammus aeglefinus),0.00%,0.00%,,5.00%,,,,,,
302,53,0,kg,- - Coalfish (Pollachius virens),0.00%,0.00%,,5.00%,,,,,,
302,54,0,kg,"- - Hake (Merluccius spp., Urophycis spp.)",0.00%,0.00%,,5.00%,,,,,,
302,55,0,kg,- - Alaska Pollock (Theragra chalcogramma),0.00%,0.00%,,5.00%,,,,,,
302,56,0,kg,"- - Blue whitings (Micromesistius poutassou, Micromesistius australis)",0.00%,0.00%,,5.00%,,,,,,
302,59,0,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
302,71,0,kg,- - Tilapias (Oreochromis spp.),0.00%,0.00%,,0.00%,,,,,,
302,72,,,"- - Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.) :",,,,,,,,,,
302,72,1000,kg,- - - Yellowtail catfish (Pangasius pangasius),0.00%,0.00%,,0.00%,,,,,,
302,72,9000,kg,- - - Other,0.00%,0.00%,,0.00%,,,,,,
302,73,0,kg,"- - Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",0.00%,0.00%,,0.00%,,,,,,
302,74,0,kg,- - Eels (Anguilla spp.),0.00%,0.00%,,0.00%,,,,,,
302,79,0,kg,- - Other,0.00%,0.00%,,0.00%,,,,,,
302,81,0,kg,- - Dogfish and other sharks,0.00%,0.00%,,0.00%,,,,,,
302,82,0,kg,- - Rays and skates (Rajidae),0.00%,0.00%,,0.00%,,,,,,
302,83,0,kg,- - Toothfish (Dissostichus spp.),0.00%,0.00%,,0.00%,,,,,,
302,84,0,kg,- - Seabass (Dicentrarchus spp.),0.00%,0.00%,,0.00%,,,,,,
302,85,0,kg,- - Seabream (Sparidae),0.00%,0.00%,,0.00%,,,,,,
302,89,,,- - Other :,,,,,,,,,,
302,89,1100,kg,- - - - Grouper,0.00%,0.00%,,0.00%,,,,,,
302,89,1200,kg,- - - - Longfin mojarra (Pentaprion longimanus),0.00%,0.00%,,0.00%,,,,,,
302,89,1300,kg,- - - - Bluntnose lizardfish (Trachinocephalus myops),0.00%,0.00%,,0.00%,,,,,,
302,89,1400,kg,"- - - - Savalai hairtails (Lepturacanthus savala), BelangerÃ¢â‚¬â„¢s croakers (Johnius belangerii), ReeveÃ¢â‚¬â„¢s croakers (Chrysochir aureus) and bigeye croakers (Pennahia anea)",0.00%,0.00%,,0.00%,,,,,,
302,89,1500,kg,- - - - Indian threadfins (Polynemus indicus),0.00%,0.00%,,0.00%,,,,,,
302,89,1600,kg,"- - - - Torpedo scads (Megalaspis cordyla), spotted sicklefish (Drepane punctata) and great barracudas (Sphyraena barracuda)",0.00%,0.00%,,0.00%,,,,,,
302,89,1700,kg,- - - - Black pomfrets (Parastromatus niger),0.00%,0.00%,,0.00%,,,,,,
302,89,1800,kg,- - - - Mangrove red snappers (Lutjanus argentimaculatus),0.00%,0.00%,,0.00%,,,,,,
302,89,1900,kg,- - - - Other,0.00%,0.00%,,0.00%,,,,,,
302,89,2200,kg,- - - - Swamp barb (Puntius chola),0.00%,0.00%,,0.00%,,,,,,
302,89,2300,kg,- - - - Silver grunts (Pomadasys argenteus),0.00%,0.00%,,0.00%,,,,,,
302,89,2700,kg,- - - - Hilsa shad (Tenualosa ilisha),0.00%,0.00%,,0.00%,,,,,,
302,89,2800,kg,- - - - Wallago (Wallago attu) and giant river-catfish (Sperata seenghala),0.00%,0.00%,,0.00%,,,,,,
302,89,2900,kg,- - - - Other,0.00%,0.00%,,0.00%,,,,,,
302,91,0,kg,"- - Livers, roes and milt",0.00%,0.00%,,0.00%,,,,,,
302,92,0,kg,- - Shark fins,0.00%,0.00%,,10.00%,,,,,,
302,99,0,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
303,11,0,kg,- - Sockeye salmon (red salmon) (Oncorhynchus nerka),0.00%,0.00%,,5.00%,,,,,,
303,12,0,kg,"- - Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",0.00%,0.00%,,5.00%,,,,,,
303,13,0,kg,- - Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),0.00%,0.00%,,5.00%,,,,,,
303,14,0,kg,"- - Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0.00%,0.00%,,5.00%,,,,,,
303,19,0,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
303,23,0,kg,- - Tilapias (Oreochromis spp.),0.00%,0.00%,,0.00%,,,,,,
303,24,0,kg,"- - Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",0.00%,0.00%,,0.00%,,,,,,
303,25,0,kg,"- - Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",0.00%,0.00%,,0.00%,,,,,,
303,26,0,kg,- - Eels (Anguilla spp.),0.00%,0.00%,,0.00%,,,,,,
303,29,0,kg,- - Other,0.00%,0.00%,,0.00%,,,,,,
303,31,0,kg,"- - Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",0.00%,0.00%,,0.00%,,,,,,
303,32,0,kg,- - Plaice (Pleuronectes platessa),0.00%,0.00%,,0.00%,,,,,,
303,33,0,kg,- - Sole (Solea spp.),0.00%,0.00%,,0.00%,,,,,,
303,34,0,kg,- - Turbots (Psetta maxima),0.00%,0.00%,,0.00%,,,,,,
303,39,0,kg,- - Other,0.00%,0.00%,,0.00%,,,,,,
303,41,0,kg,- - Albacore or longfinned tunas (Thunnus alalunga),0.00%,0.00%,,5.00%,,,,,,
303,42,0,kg,- - Yellowfin tunas (Thunnus albacares),0.00%,0.00%,,5.00%,,,,,,
